Player_initial_last,tournament id,player id,hole_par,strokes,hole_DKP,hole_FDP,hole_SDP,streak_DKP,streak_FDP,streak_SDP,n_rounds,made_cut,pos,finish_DKP,finish_FDP,finish_SDP,total_DKP,total_FDP,total_SDP,player,Unnamed: 2,Unnamed: 3,Unnamed: 4,tournament name,course,date,purse,season,no_cut,Finish,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
A. Scott,2243,388,280,278,70.5,60.9,61,0,12.6,0,4,1,63,0,0,0,70.5,73.5,61,Adam Scott,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T63,0.68,-0.8,-0.61,0.03,-1.38,-0.7
B. An,2243,5285,280,269,73.5,71.4,79,8,11.8,4,4,1,18,5,4,2,86.5,87.2,85,Byeong Hun An,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T18,-1.83,0.36,1.63,1.4,3.39,1.55
B. Barber,2243,6062,140,138,33,30,34,0,0.2,0,2,0,NA,0,0,0,33,30.2,34,Blayne Barber,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,1.24,-0.78,0.13,-0.64,-1.29,-0.04
B. Crane,2243,693,140,140,28.5,25.7,29,0,0.4,0,2,0,NA,0,0,0,28.5,26.1,29,Ben Crane,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-1.26,0.31,-1.03,0.94,0.22,-1.04
B. Davis,2243,1049,140,142,23,18.4,30,0,0,0,2,0,NA,0,0,0,23,18.4,30,Brian Davis,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-0.12,-1.04,-1.33,0.45,-1.92,-2.04
B. de Jonge,2243,1758,140,139,31,28.3,30,0,6.4,0,2,0,NA,0,0,0,31,34.7,30,Brendon De Jonge,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,0.04,-0.06,-0.23,-0.29,-0.59,-0.54
B. Garnett,2243,2283,140,144,23.5,18,26,0,0,0,2,0,NA,0,0,0,23.5,18,26,Brice Garnett,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-1.44,-0.31,-1,-0.29,-1.61,-3.04
B. Grace,2243,4383,280,274,63,60.4,70,0,1.8,0,4,1,47,1,0,0,64,62.2,70,Branden Grace,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T47,0.3,-0.11,-0.68,0.79,0,0.3
B. Haas,2243,774,280,266,81.5,78.7,83,5,7,0,4,1,6,12,12,8,98.5,97.7,91,Bill Haas,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T6,0.82,-0.18,0.62,1.05,1.48,2.3
B. Harman,2243,1225,140,138,35.5,31.4,34,0,6.2,0,2,0,NA,0,0,0,35.5,37.6,34,Brian Harman,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,1.46,0.49,-1.63,-0.37,-1.51,-0.04
B. Horschel,2243,1651,140,138,30.5,28.7,33,0,5.6,0,2,0,NA,0,0,0,30.5,34.3,33,Billy Horschel,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-1.01,-0.16,-0.2,1.32,0.96,-0.04
B. Hurley,2243,1612,140,139,30,26.7,32,0,5.4,0,2,0,NA,0,0,0,30,32.1,32,Billy Hurley,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,NA,NA,NA,NA,NA,NA,NA
B. Koepka,2243,6798,280,266,85.5,81.1,83,11,18.2,7,4,1,6,12,12,8,108.5,111.3,98,Brooks Koepka,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T6,-0.32,0.29,0.82,1.52,2.62,2.3
B. Martin,2243,4638,280,267,77.5,76.4,79,11,22.8,7,4,1,10,7,6,4,95.5,105.2,90,Ben Martin,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T10,0.78,-0.36,1.13,0.5,1.28,2.05
B. Snedeker,2243,1222,280,273,70,66.2,71,6,13.4,7,4,1,43,1,0,0,77,79.6,78,Brandt Snedeker,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T43,0.75,0.17,0.17,-0.53,-0.19,0.55
B. Stuard,2243,3599,140,142,23.5,20.5,27,0,0.2,0,2,0,NA,0,0,0,23.5,20.7,27,Brian Stuard,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-1.31,-0.84,-0.99,1.1,-0.73,-2.04
B. Todd,2243,3454,140,141,30.5,25,29,0,1.4,0,2,0,NA,0,0,0,30.5,26.4,29,Brendon Todd,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-0.42,-0.1,-1.2,0.18,-1.13,-1.54
B. Van Pelt,2243,712,280,279,63,53.1,62,0,12.2,0,4,1,65,0,0,0,63,65.3,62,Bo Van Pelt,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,65,-1.13,-1.1,1.17,0.11,0.18,-0.95
B. Weekley,2243,713,140,139,31,28.3,30,0,5.8,0,2,0,NA,0,0,0,31,34.1,30,Boo Weekley,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-1.53,-0.09,0.21,0.86,0.98,-0.54
C. Beljan,2243,3777,140,145,22.5,16.6,21,0,0.8,0,2,0,NA,0,0,0,22.5,17.4,21,Charlie Beljan,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-1.56,0.1,-0.85,-1.23,-1.98,-3.54
C. Campbell,2243,68,280,271,69,67.1,74,6,17.6,7,4,1,31,2,1,0,77,85.7,81,Chad Campbell,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T31,0.92,0.8,-0.18,-0.5,0.13,1.05
C. Collins,2243,1646,140,143,24.5,19.6,25,0,0.2,0,2,0,NA,0,0,0,24.5,19.8,25,Chad Collins,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-0.43,-0.31,0.15,-1.96,-2.11,-2.54
C. Hadley,2243,5704,140,139,31,28.3,30,0,1.6,0,2,0,NA,0,0,0,31,29.9,30,Chesson Hadley,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-0.61,-0.03,-0.29,0.38,0.06,-0.54
C. Howell III,2243,208,280,271,67.5,66,75,8,7.4,3,4,1,31,2,1,0,77.5,74.4,78,Charles Howell III,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T31,-0.46,0.62,0.08,0.81,1.51,1.05
C. Knost,2243,1793,140,139,32,27.3,32,6,11.4,7,2,0,NA,0,0,0,38,38.7,39,Colt Knost,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,0.9,-1,-1.38,0.94,-1.44,-0.54
C. Ortiz,2243,5532,140,138,30.5,28.7,33,0,0.6,0,2,0,NA,0,0,0,30.5,29.3,33,Carlos Ortiz,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-1.02,0.12,-0.87,1.73,0.98,-0.04
C. Percy,2243,1121,280,272,75,70.2,70,3,18.4,3,4,1,38,2,1,0,80,89.6,73,Cameron Percy,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T38,0.74,-0.79,0.53,0.31,0.06,0.8
C. Pettersson,2243,856,280,266,80.5,78.5,81,17,28.8,14,4,1,6,12,12,8,109.5,119.3,103,Carl Pettersson,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T6,1.49,-0.46,1.39,-0.13,0.81,2.3
C. Reavie,2243,769,140,142,28,22.4,28,0,0.4,0,2,0,NA,0,0,0,28,22.8,28,Chez Reavie,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-0.69,-0.69,0,-0.66,-1.36,-2.04
C. Schwartzel,2243,1097,280,265,79.5,79.4,83,8,22.4,4,4,1,3,18,18,11,105.5,119.8,98,Charl Schwartzel,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T3,-0.3,0.21,1.96,0.68,2.85,2.55
C. Smith,2243,9131,280,269,76,72.9,76,8,22.4,4,4,1,18,5,4,2,89,99.3,82,Cameron Smith,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T18,2.35,-0.21,-0.94,0.35,-0.8,1.55
C. Stroud,2243,1352,140,139,29.5,27.2,31,0,1.4,0,2,0,NA,0,0,0,29.5,28.6,31,Chris Stroud,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-2.3,-0.02,0.76,1.02,1.76,-0.54
C. Villegas,2243,1264,280,270,73,70.8,74,5,17.6,0,4,1,26,3,2,0,81,90.4,74,Camilo Villegas,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T26,0.27,1.08,-0.08,0.04,1.04,1.3
D. Berger,2243,9025,140,144,24.5,17.1,25,0,0.4,0,2,0,NA,0,0,0,24.5,17.5,25,Daniel Berger,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-0.03,-1.39,-0.51,-1.11,-3.02,-3.04
D. Ernst,2243,7004,280,269,66.5,66.8,81,14,16.2,11,4,1,18,5,4,2,85.5,87,94,Derek Ernst,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T18,0.62,-0.01,0.23,0.72,0.93,1.55
D. Fathauer,2243,3577,140,139,33,27.5,34,0,1.2,0,2,0,NA,0,0,0,33,28.7,34,Derek Fathauer,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,0.66,0.19,-0.73,-0.66,-1.2,-0.54
D. Love III,2243,278,280,263,92.5,89.4,85,11,20.2,6,4,1,1,30,30,15,133.5,139.6,106,Davis Love III,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,1,2.26,-0.02,0.91,-0.1,0.79,3.05
D. Points,2243,1196,140,144,21.5,17.5,23,0,0.2,0,2,0,NA,0,0,0,21.5,17.7,23,D.A. Points,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-1.91,-1.29,0.77,-0.61,-1.13,-3.04
D. Summerhays,2243,3452,280,273,65.5,63,71,0,7.4,0,4,1,43,1,0,0,66.5,70.4,71,Daniel Summerhays,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T43,0.63,-0.2,0.65,-0.53,-0.08,0.55
E. Axley,2243,1247,140,145,19.5,14.4,23,0,0,0,2,0,NA,0,0,0,19.5,14.4,23,Eric Axley,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,1.42,-1.22,-2.8,-0.94,-4.96,-3.54
E. Compton,2243,646,140,136,34,32.8,36,6,12.4,7,2,0,NA,0,0,0,40,45.2,43,Erik Compton,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,W/D,-0.14,0.72,0.58,-0.21,1.09,0.96
E. Els,2243,123,280,285,50.5,40.2,53,0,5.8,0,4,1,68,0,0,0,50.5,46,53,Ernie Els,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,68,-0.84,0.11,-0.5,-1.22,-1.61,-2.45
G. Chalmers,2243,74,280,275,67,61.7,66,6,12.8,7,4,1,51,0,0,0,73,74.5,73,Greg Chalmers,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T51,0.47,-0.47,0.41,-0.36,-0.42,0.05
G. Coetzee,2243,5076,280,272,82.5,74.3,69,11,18.8,6,4,1,38,2,1,0,95.5,94.1,75,George Coetzee,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T38,0.01,0.35,0.87,-0.42,0.79,0.8
G. McNeill,2243,808,280,271,72,69.3,72,8,13.4,3,4,1,31,2,1,0,82,83.7,75,George McNeill,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T31,0.69,-0.59,0.95,0,0.36,1.05
H. English,2243,5408,280,271,76.5,71.2,73,3,8.2,3,4,1,31,2,1,0,81.5,80.4,76,Harris English,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T31,0.33,0.04,0.93,-0.26,0.72,1.05
H. Matsuyama,2243,5860,140,138,31,28.2,34,3,10.8,4,2,0,NA,0,0,0,34,39,38,Hideki Matsuyama,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,0.51,-0.89,-0.88,1.22,-0.55,-0.04
H. Swafford,2243,5504,140,140,30.5,26.3,29,0,6.2,0,2,0,NA,0,0,0,30.5,32.5,29,Hudson Swafford,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-2.17,0.45,0.64,0.04,1.13,-1.04
J. Blixt,2243,3856,280,267,83.5,80.8,75,0,14,0,4,1,10,7,6,4,90.5,100.8,79,Jonas Blixt,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T10,1.25,-0.12,0.41,0.52,0.8,2.05
J. Byrd,2243,508,280,269,72.5,71.2,77,0,7.4,0,4,1,18,5,4,2,77.5,82.6,79,Jonathan Byrd,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T18,-0.26,0.32,0.88,0.61,1.81,1.55
J. Dufner,2243,110,280,275,66.5,62.2,65,0,11.8,0,4,1,51,0,0,0,66.5,74,65,Jason Dufner,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T51,-0.65,0.01,0.19,0.5,0.7,0.05
J. Henry,2243,196,140,140,25.5,23.5,31,0,0.8,0,2,0,NA,0,0,0,25.5,24.3,31,J.J. Henry,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-0.79,0.01,-0.8,0.54,-0.25,-1.04
J. Herman,2243,3598,280,269,77.5,74,75,6,18.6,7,4,1,18,5,4,2,88.5,96.6,84,Jim Herman,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T18,0.64,-0.05,0.65,0.31,0.91,1.55
J. Huh,2243,5797,280,277,67,59.1,66,3,5.8,4,4,1,59,0,0,0,70,64.9,70,John Huh,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T59,-1,1.08,0.37,-0.9,0.55,-0.45
J. Kelly,2243,243,280,269,78.5,74.2,77,8,12.6,3,4,1,18,5,4,2,91.5,90.8,82,Jerry Kelly,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T18,0.9,0.6,-0.03,0.08,0.65,1.55
J. Kokrak,2243,3317,70,69,13,12.7,18,0,0,0,1,0,NA,0,0,0,13,12.7,18,Jason Kokrak,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,W/D,-0.31,0.28,-1.32,0.88,-0.16,-0.47
J. Merrick,2243,1422,140,138,29,27.6,34,0,1,0,2,0,NA,0,0,0,29,28.6,34,John Merrick,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-1.29,0.57,0.23,0.45,1.25,-0.04
J. Randolph,2243,5578,140,143,21.5,17.4,27,0,0.4,0,2,0,NA,0,0,0,21.5,17.8,27,Jonathan Randolph,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-2.32,0.82,-0.65,-0.4,-0.23,-2.54
J. Teater,2243,1568,140,141,37,30,29,0,0.2,0,2,0,NA,0,0,0,37,30.2,29,Josh Teater,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-1,-0.35,0.28,-0.47,-0.54,-1.54
J. Thomas,2243,4848,280,276,63,58,66,3,10.8,4,4,1,56,0,0,0,66,68.8,70,Justin Thomas,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T56,-0.48,-0.14,0.19,0.22,0.28,-0.2
J. Vegas,2243,1030,140,141,27.5,24.2,27,3,6.6,3,2,0,NA,0,0,0,30.5,30.8,30,Jhonattan Vegas,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-1.72,0.27,-0.76,0.66,0.17,-1.54
J. Wagner,2243,1265,140,138,29,27.6,34,3,5.8,4,2,0,NA,0,0,0,32,33.4,38,Johnson Wagner,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-0.65,-0.38,1.46,-0.47,0.61,-0.04
K. Choi,2243,77,280,278,62,56.5,63,0,1.8,0,4,1,63,0,0,0,62,58.3,63,K.J. Choi,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T63,0.54,0.01,-0.41,-0.83,-1.24,-0.7
K. Duke,2243,745,140,139,28,26.1,32,0,1.2,0,2,0,NA,0,0,0,28,27.3,32,Ken Duke,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-1.45,-0.22,0.58,0.54,0.91,-0.54
K. Reifers,2243,1734,280,274,64.5,61.5,69,5,7.6,0,4,1,47,1,0,0,70.5,69.1,69,Kyle Reifers,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T47,0.19,0.6,-0.69,0.21,0.11,0.3
K. Stanley,2243,1778,280,275,62.5,58.4,69,0,6,0,4,1,51,0,0,0,62.5,64.4,69,Kyle Stanley,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T51,-0.47,-0.14,0.17,0.49,0.52,0.05
L. Donald,2243,601,280,270,68.5,67.5,77,8,10.8,4,4,1,26,3,2,0,79.5,80.3,81,Luke Donald,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T26,0.79,0.03,0.38,0.09,0.51,1.3
L. Glover,2243,676,280,269,76.5,72.4,77,3,14,3,4,1,18,5,4,2,84.5,90.4,82,Lucas Glover,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T18,-0.04,-0.25,0.52,1.32,1.59,1.55
M. Every,2243,1411,70,73,15,10.9,13,0,0,0,1,0,NA,0,0,0,15,10.9,13,Matt Every,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,W/D,-0.02,-0.09,2.11,-6.47,-4.45,-4.47
M. Flores,2243,1637,280,276,66.5,59.7,65,0,7.2,0,4,1,56,0,0,0,66.5,66.9,65,Martin Flores,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T56,-0.86,-0.36,0.37,0.65,0.66,-0.2
M. Hoffmann,2243,4781,280,270,78,73.4,76,3,11.8,4,4,1,26,3,2,0,84,87.2,80,Morgan Hoffmann,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T26,1.21,-0.03,0.07,0.04,0.09,1.3
M. Homa,2243,8973,140,145,21.5,15,23,0,0,0,2,0,NA,0,0,0,21.5,15,23,Max Homa,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-0.51,0.22,-2.39,-0.86,-3.04,-3.54
M. Hubbard,2243,9143,140,138,28,26,36,0,1.2,0,2,0,NA,0,0,0,28,27.2,36,Mark Hubbard,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-0.28,1.24,-1.62,0.61,0.23,-0.04
M. Kaymer,2243,3670,280,268,76.5,74.9,77,0,11.4,0,4,1,14,6,5,3,82.5,91.3,80,Martin Kaymer,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T14,1.46,-0.26,0,0.59,0.34,1.8
M. Laird,2243,2571,280,277,66.5,59.8,61,6,14,6,4,1,59,0,0,0,72.5,73.8,67,Martin Laird,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T59,0.73,0.37,-1.11,-0.44,-1.18,-0.45
M. Thompson,2243,3688,280,274,72.5,65.1,69,3,13.4,3,4,1,47,1,0,0,76.5,78.5,72,Michael Thompson,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T47,0.29,0.65,-0.29,-0.35,0.01,0.3
M. Wilson,2243,479,140,141,29.5,24.8,27,0,5.4,0,2,0,NA,0,0,0,29.5,30.2,27,Mark Wilson,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,0.11,0.23,-1.51,-0.38,-1.66,-1.54
N. Taylor,2243,3792,140,138,34,30.4,32,0,5.4,0,2,0,NA,0,0,0,34,35.8,32,Nick Taylor,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,0.21,-0.99,-0.47,1.2,-0.25,-0.04
N. Watney,2243,1042,280,271,75,71.5,70,3,22.6,4,4,1,31,2,1,0,80,95.1,74,Nick Watney,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T31,-0.19,-0.12,1.12,0.25,1.24,1.05
O. Schniederjans,2243,9568,140,138,30.5,28.7,33,0,5.6,0,2,0,NA,0,0,0,30.5,34.3,33,Ollie Schniederjans,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-0.12,-0.26,1.03,-0.68,0.08,-0.04
P. Casey,2243,72,280,265,81,80.5,82,5,22.8,0,4,1,3,18,18,11,104,121.3,93,Paul Casey,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T3,0.95,0.07,0.65,0.88,1.6,2.55
P. Rodgers,2243,6825,280,272,73,68.4,70,3,17.6,3,4,1,38,2,1,0,78,87,73,Patrick Rodgers,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T38,-0.24,-0.08,0.02,1.1,1.04,0.8
R. Allenby,2243,5,140,142,23.5,20.5,27,0,0.2,0,2,0,NA,0,0,0,23.5,20.7,27,Robert Allenby,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-0.65,-0.68,-0.9,0.19,-1.39,-2.04
R. Armour,2243,1750,140,144,18.5,15.3,25,0,0,0,2,0,NA,0,0,0,18.5,15.3,25,Ryan Armour,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-3.46,-0.41,0.58,0.24,0.42,-3.04
R. Barnes,2243,801,140,142,29.5,24.7,30,0,5.8,0,2,0,NA,0,0,0,29.5,30.5,30,Ricky Barnes,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-0.63,0.18,0.55,-2.14,-1.41,-2.04
R. Castro,2243,3740,280,280,63.5,55,62,0,0.8,0,4,1,66,0,0,0,63.5,55.8,62,Roberto Castro,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T66,-1.45,-0.41,0.7,-0.05,0.25,-1.2
R. Garrigus,2243,1254,140,141,27.5,24.1,30,3,1.8,3,2,0,NA,0,0,0,30.5,25.9,33,Robert Garrigus,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-0.16,-0.34,-0.79,-0.24,-1.38,-1.54
R. Ishikawa,2243,4047,280,271,81.5,75.2,71,0,17.2,0,4,1,31,2,1,0,83.5,93.4,71,Ryo Ishikawa,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T31,-0.12,0.25,0.46,0.45,1.17,1.05
R. Knox,2243,4483,140,138,36,32.2,32,0,6,0,2,0,NA,0,0,0,36,38.2,32,Russell Knox,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-1.72,-0.42,1.29,0.81,1.68,-0.04
R. Moore,2243,809,280,267,82,79.7,76,8,19,3,4,1,10,7,6,4,97,104.7,83,Ryan Moore,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T10,0.46,0.82,0.04,0.72,1.59,2.05
R. Sloan,2243,6090,140,145,21,15.5,22,0,0.2,0,2,0,NA,0,0,0,21,15.7,22,Roger Sloan,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-2.01,-0.5,-0.92,-0.1,-1.53,-3.54
S. Brown,2243,4591,280,265,88,85.1,80,10,17,0,4,1,3,18,18,11,116,120.1,91,Scott Brown,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,T3,0.38,0.61,1.01,0.55,2.17,2.55
S. Cink,2243,78,140,139,26.5,25,33,0,0,0,2,0,NA,0,0,0,26.5,25,33,Stewart Cink,NA,NA,NA,Wyndham Championship,"Sedgefield Country Club - Greensboro, NC",2015-08-23,5.4,2015,0,CUT,-1.27,-0.53,0.51,0.75,0.72,-0.54
